	race	current_location	sex	birthdate	blood_group	ssn	job	name	residence
1649	Indian	(Decimal('52.4543825'), Decimal('-19.571453'))	F	01/23/1928, 00:00:00	B+	558-46-6378	Management consultant	Jennifer Moran	"2498 Melissa Way Apt. 204
Zacharyburgh, AZ 82237"
1650	White	(Decimal('25.787120'), Decimal('24.947224'))	M	04/28/1982, 00:00:00	AB+	042-01-7489	Conservation officer, nature	Andrew Torres	"663 Amanda Stream Suite 879
New Donald, NY 83614"
1651	White	(Decimal('-88.800627'), Decimal('99.503891'))	M	29 Jan 1933	O+	660-19-9600	Research officer, trade union	Patrick Johnson	"0290 Steven Junction Apt. 394
Dennischester, MS 98270"
1652	Black	(Decimal('-24.6698095'), Decimal('-132.026854'))	M	07 Dec 2018	B-	539-16-4365	Surveyor, minerals	Wayne Gomez	"31523 Rebecca Ways Suite 363
East Lukehaven, SC 22478"
1653	White	(Decimal('41.2098575'), Decimal('7.896712'))	F	1983-03-13	O-	466-65-5520	Private music teacher	Brooke Dawson	"348 Robert Wells Suite 491
Sarahland, IA 89154"
1654	White	(Decimal('-68.623755'), Decimal('-106.589466'))	F	1982/07/24	B-	740-43-9121	International aid/development worker	Erica Stevenson	"4918 Campbell Street Suite 119
Port Shane, OK 42445"
1655	White	(Decimal('-28.616641'), Decimal('-81.240198'))	M	1953-11-05	AB+	448-79-7179	Presenter, broadcasting	Michael Mitchell	"759 Mark Land
Virginiaport, OH 43228"
1656	White	(Decimal('4.339947'), Decimal('-38.145431'))	F	28 Aug 2012	O+	493-95-0150	Waste management officer	Melanie Harris	"1903 Martin Mountain
Russoville, WA 06871"
1657	Asian	(Decimal('-25.3643005'), Decimal('-58.455997'))	M	1986/09/18	AB+	651-05-2370	Therapist, art	David James	"978 Hill Burg
New Samantha, UT 03188"
1658	Hawaiian	(Decimal('50.510181'), Decimal('8.584045'))	M	1982/07/12	O+	473-39-3891	Administrator, Civil Service	Tony Rios	"7573 Amber Mews Apt. 593
Darrylchester, WY 11504"
1659	White	(Decimal('60.610962'), Decimal('141.289519'))	M	1996-11-12	B-	461-92-1787	Secretary/administrator	Kyle Nguyen	"6863 Belinda Field
New Anachester, IL 75519"
1660	Asian	(Decimal('63.238782'), Decimal('-49.417204'))	F	12/27/1964, 00:00:00	O+	545-91-0866	Marine scientist	Kara Caldwell	"608 Andrew Street Suite 913
Jackiemouth, VA 65977"
1661	Asian	(Decimal('12.4595305'), Decimal('28.858765'))	M	08/31/1982, 00:00:00	O+	574-92-3572	Research officer, government	Jordan Greer	"USNV Santiago
FPO AP 23428"
1662	White	(Decimal('6.220806'), Decimal('-163.525713'))	M	1920-11-25	AB-	300-99-1070	Physiological scientist	Eric Ward	"01769 Lopez Corner
East Cindyville, IN 06632"
1663	White	(Decimal('29.236139'), Decimal('-41.195368'))	M	04/01/1931, 00:00:00	A+	239-14-3633	Engineer, building services	James Contreras Jr.	"740 Melissa Wells
Sarahburgh, RI 96417"
1664	White	(Decimal('66.8888095'), Decimal('-98.371779'))	F	2008-08-12	AB-	200-47-4252	Paediatric nurse	Stephanie Moore	"421 Taylor Dale Apt. 648
Bradberg, LA 15177"
1665	Black	(Decimal('48.9282235'), Decimal('41.453208'))	M	1952/01/17	O+	128-25-2495	Biomedical engineer	Alex Taylor	"USNV Hernandez
FPO AP 31077"
1666	Asian	(Decimal('-72.622098'), Decimal('57.039581'))	F	06/13/1993, 00:00:00	AB+	652-81-2545	Engineer, control and instrumentation	Meghan Walters	"357 Rickey Throughway
New Patricia, NV 90457"
1667	White	(Decimal('-45.5839015'), Decimal('-76.581377'))	F	1982/04/19	AB-	593-27-6789	Public relations account executive	Kimberly Harmon	"223 Kelli Island Apt. 970
New Christine, RI 53364"
1668	White	(Decimal('11.150030'), Decimal('-141.711623'))	M	1915-01-30	O-	042-90-3015	Conservator, museum/gallery	Eric Gomez	"2866 Williamson Lakes Apt. 525
Heathershire, MN 44040"
1669	White	(Decimal('-73.7497455'), Decimal('80.637554'))	M	1988/08/30	AB-	030-42-4860	Paediatric nurse	Aaron Solis	"3589 Phillip Green Suite 463
East Stephen, TX 72901"
1670	Asian	(Decimal('-51.6666355'), Decimal('84.937914'))	M	2004/01/14	AB+	361-66-0245	Designer, exhibition/display	Scott Holmes	"989 Delgado Flats Suite 076
Richardshire, NV 07251"
1671	White	(Decimal('-50.9280035'), Decimal('49.980129'))	F	1991-11-28	A+	680-98-0695	Restaurant manager	Katherine Dixon	"79667 Herman Meadow
East Morgan, CT 90884"
1672	White	(Decimal('-40.9743285'), Decimal('-4.661794'))	M	04/03/1921, 00:00:00	O-	505-82-6716	Ceramics designer	Bradley Walker	"5690 William Springs Apt. 423
New Kathleen, IA 51001"
1673	Black	(Decimal('-57.6185835'), Decimal('77.400261'))	F	18 Aug 1951	B+	590-55-2921	Social research officer, government	Stacy Adams	"5130 Ward Well Apt. 884
New Elizabethfort, MD 57232"
1674	Asian	(Decimal('-39.5090045'), Decimal('14.980182'))	F	02/04/2010, 00:00:00	O-	460-43-0069	Scientist, marine	Elizabeth Cross	"1763 Kevin Road Apt. 973
South Dennis, NM 03913"
1675	Asian	(Decimal('-43.2853365'), Decimal('-74.580213'))	F	1929-04-15	AB-	309-64-6886	Chief Marketing Officer	Natasha Miller	"60635 Castro Flat Suite 022
New Maryshire, GA 64979"
1676	Asian	(Decimal('57.801115'), Decimal('41.505759'))	F	1980-10-20	B+	223-77-3352	Education officer, environmental	Natalie Williams	"3974 Fitzgerald Burgs Suite 794
North John, VA 74017"
1677	Black	(Decimal('18.287215'), Decimal('18.985431'))	M	09/07/1956, 00:00:00	O-	871-29-4703	Therapist, nutritional	Nicholas Mcconnell	"13499 Benjamin Path Suite 124
South Brianberg, ND 39657"
1678	White	(Decimal('63.702428'), Decimal('107.215821'))	M	1907/02/21	O-	608-12-4462	Surveyor, building	Omar Andrews	"230 Nicholas Port Suite 382
Port Terrence, TN 04107"
1679	Black	(Decimal('-81.929172'), Decimal('7.570533'))	M	24 Aug 1919	A+	021-18-6930	Accountant, chartered certified	Jeffrey Garcia	"4309 Potts Mill
Ortegamouth, CT 90764"
1680	White	(Decimal('17.779727'), Decimal('53.080194'))	F	1939/09/08	AB-	310-13-6404	Editor, magazine features	Margaret Ball	"166 Huerta Rue
South Melissachester, PA 12222"
1681	Indian	(Decimal('-64.659694'), Decimal('147.878431'))	M	1983-03-28	A+	813-57-0760	Broadcast presenter	William Mcdonald	"062 Smith Passage
North Dennisborough, KS 98501"
1682	Asian	(Decimal('70.3982755'), Decimal('-106.027395'))	F	10 Jun 1945	B-	863-12-3889	Designer, ceramics/pottery	Jessica Lewis DDS	"0330 Velez Fall Apt. 629
Roblesport, VA 94856"
1683	Asian	(Decimal('63.115497'), Decimal('-64.981988'))	M	1915/12/07	B-	247-09-1671	Engineer, structural	Joseph Gordon	"6663 Smith Ramp
Scottfort, MD 28974"
1684	White	(Decimal('-34.1066065'), Decimal('83.988360'))	M	06 Aug 1975	A+	408-06-6263	Marketing executive	John York MD	"2602 Ashley Fort Suite 229
Lake Kevin, SD 71552"
1685	White	(Decimal('4.070757'), Decimal('-60.727172'))	F	1911-05-02	AB-	773-30-1243	Records manager	Daisy Andrews	"2706 Michael Corners
Loriside, NE 52167"
1686	white	(Decimal('38.028897'), Decimal('115.845360'))	M	1957-11-15	A-	620-24-7391	Scientist, research (life sciences)	Ryan Ware	"712 Megan Islands Suite 115
Williamshaven, LA 62843"
1687	White	(Decimal('-78.4402945'), Decimal('7.516794'))	F	01 Nov 1963	O+	637-10-7692	Audiological scientist	Alexandra Gonzalez	"574 Reynolds Heights
East Amandaport, MA 29732"
1688	White	(Decimal('89.7266075'), Decimal('80.030382'))	F	01/28/1978, 00:00:00	AB-	369-14-0507	Jewellery designer	Pam Finley	"05234 Jill Ridge
Wademouth, MI 50192"
1689	Black	(Decimal('-24.8798535'), Decimal('116.752857'))	M	07/09/2002, 00:00:00	B-	619-81-1907	Hydrographic surveyor	William Jimenez	"907 Brooks Port
Port Dustin, ID 20894"
1690	White	(Decimal('6.113136'), Decimal('72.055686'))	M	12 Dec 1933	AB-	633-56-8269	Nurse, learning disability	Brian Atkins	"1322 Jennifer Mountains
West Coleville, IA 80352"
1691	White	(Decimal('72.1197105'), Decimal('-153.405371'))	M	03/08/1909, 00:00:00	AB-	766-97-9204	Higher education lecturer	Alexander Hudson	"11982 Cody Motorway
New Hollyside, KY 42953"
1692	Black	(Decimal('-61.4091475'), Decimal('-67.588862'))	M	1977/02/11	A-	440-31-1425	Quantity surveyor	Christopher Harris	"369 Rachel Tunnel Suite 396
Amybury, OR 77626"
1693	Black	(Decimal('64.400181'), Decimal('-7.922515'))	M	1968/07/03	A-	543-74-0306	Designer, fashion/clothing	Raymond Maddox	"0378 Michael Loaf Suite 449
Oconnellfort, IN 22221"
1694	Black	(Decimal('85.6401345'), Decimal('-22.436615'))	F	06/30/1985, 00:00:00	AB+	351-94-9011	Environmental consultant	Amber Guzman	"895 Norris Mountain Suite 502
East Malik, SD 07958"
1695	White	(Decimal('41.125115'), Decimal('-158.060108'))	M	1997-04-14	A-	390-28-6891	Museum education officer	Hayden Conley	"611 Anna Squares
East Rachelbury, CO 13809"
1696	White	(Decimal('-41.2983485'), Decimal('-116.157037'))	F	11 Sep 1933	AB+	220-93-0667	Teacher, English as a foreign language	Ashley Caldwell	"95229 Keith Highway Suite 883
Lake Barbaraton, ID 05242"
1697	White	(Decimal('27.2072565'), Decimal('-106.804692'))	M	05/27/2004, 00:00:00	AB+	189-25-7464	Bookseller	Christopher Anderson	"498 Brian Fork Suite 816
Lake Peter, NJ 92200"
1698	Black	(Decimal('-44.086674'), Decimal('-137.077077'))	M	14 Apr 2000	AB-	875-38-1349	Firefighter	James Anderson	"15074 Adams Valley
Shannonshire, NJ 72918"
1699	Black	(Decimal('59.6032825'), Decimal('-149.616860'))	M	1933/04/15	A-	343-97-8484	Commercial horticulturist	Jeffery Allen	"6334 Edward Shoal
Mollyhaven, IA 19074"
1700	White	(Decimal('-83.066358'), Decimal('173.448984'))	F	1947/08/08	O+	163-66-8529	Geographical information systems officer	Krista Walker	"PSC 2185, Box 5634
APO AE 25100"
1701	White	(Decimal('-86.667971'), Decimal('3.336156'))	F	10/21/1909, 00:00:00	A-	619-89-8136	Teacher, primary school	Andrea Brooks	"20167 Morgan Squares Apt. 560
East Mark, HI 46917"
1702	White	(Decimal('-20.5985065'), Decimal('27.329523'))	F	04 Oct 2015	AB-	304-45-0032	Education officer, environmental	Misty Young	"36405 Hodge Square Suite 626
West Sheilaville, AL 96604"
1703	Hawaiian	(Decimal('-51.099426'), Decimal('17.349989'))	F	02/21/1912, 00:00:00	AB+	177-06-5585	Advertising account planner	Stephanie Walker	"4337 Allen Plaza
Peterfurt, MS 07594"
1704	White	(Decimal('88.248593'), Decimal('-168.096494'))	F	1924/09/13	AB+	877-19-4698	Financial controller	Anna Frederick	"870 Perez Ports Apt. 259
Albertfort, OR 67203"
1705	White	(Decimal('12.043148'), Decimal('-136.841949'))	F	29 Jul 1911	AB-	251-57-2588	Rural practice surveyor	Amber Martin	"12736 Rhonda Vista Apt. 338
Sarahmouth, GA 50984"
1706	White	(Decimal('-79.6027795'), Decimal('-97.321098'))	F	2000-08-26	O-	292-03-9123	Clinical psychologist	Martha Miller	"91653 Matthew Pass
Fitzgeraldville, ND 96861"
1707	white	(Decimal('-8.3841155'), Decimal('33.111163'))	F	01/03/1934, 00:00:00	A+	524-37-4973	Dispensing optician	Anita Hayes	"89222 Reed Heights
North Sandra, AK 40852"
1708	Black	(Decimal('-46.5671595'), Decimal('33.579101'))	F	04/01/1906, 00:00:00	AB+	049-78-4066	Designer, industrial/product	Patricia Gregory	"8302 Mary Trace
Smithmouth, TX 39987"
1709	White	(Decimal('3.6991505'), Decimal('112.394288'))	F	1940/12/11	B+	150-93-9582	Immunologist	Michelle Walker	"23169 Alexis Mountains
Janiceville, ID 26408"
1710	Black	(Decimal('-65.3696375'), Decimal('156.039239'))	F	07/06/1968, 00:00:00	A-	869-16-4322	Psychologist, clinical	Tracey Smith	"40106 Charles Spring
Spearsmouth, NV 72345"
1711	White	(Decimal('50.8666395'), Decimal('46.809531'))	M	30 Nov 1985	AB+	492-92-5452	Research officer, political party	Ian Hatfield	"72994 Ariana Creek Apt. 377
Abigailville, NE 27851"
1712	White	(Decimal('28.700864'), Decimal('179.310008'))	F	02 Jul 1922	O-	829-79-7735	Actuary	Dawn Horne	"15863 Peter Point
Lake Michellestad, MA 98973"
1713	blsck	(Decimal('29.0263925'), Decimal('-82.790388'))	M	04/03/1933, 00:00:00	O-	707-70-5415	Ecologist	David Ferguson	"43300 Russell Circles
East Ronald, FL 21433"
1714	Black	(Decimal('-22.2266365'), Decimal('157.298795'))	M	03 Jan 1956	A+	570-38-3792	Operational researcher	Gary Kramer	"PSC 2962, Box 6575
APO AA 67814"
1715	Asian	(Decimal('69.919936'), Decimal('124.825689'))	M	1983/04/02	AB+	673-60-1261	Paediatric nurse	Daniel Brown	"970 Brenda Station
Michaelstad, SC 56502"
1716	White	(Decimal('-64.082215'), Decimal('153.730184'))	M	06/24/1983, 00:00:00	AB-	885-91-8498	Financial manager	Adam Rich	"54662 Brian Rue
West Johnny, DC 93581"
1717	white	(Decimal('42.5553375'), Decimal('2.608795'))	F	01/25/1907, 00:00:00	AB-	669-53-1904	Designer, interior/spatial	Samantha Garcia	"USS Cisneros
FPO AE 18523"
1718	Black	(Decimal('-1.7099585'), Decimal('-132.296157'))	F	1954-08-19	B+	340-76-5311	Accountant, chartered management	Sharon Sanchez	"826 Goodman Neck Apt. 460
Toddshire, MS 28502"
1719	Black	(Decimal('-30.1193375'), Decimal('62.134942'))	M	1998/04/29	B-	052-55-9545	Theme park manager	Jeffrey Daniels	"427 Brittany Lane Apt. 216
South Clarence, TX 44006"
1720	White	(Decimal('39.4647695'), Decimal('-88.947310'))	F	1985-11-20	AB+	402-61-0647	Quarry manager	Tina Dennis	"86013 Mary Port Apt. 833
East Rachel, NE 86530"
1721	Black	(Decimal('66.098073'), Decimal('-120.191349'))	F	2018-04-04	A-	086-83-2955	Dietitian	Wendy Smith	"81743 Clinton Summit Apt. 608
Port Whitneyborough, WA 52745"
1722	Indian	(Decimal('60.818955'), Decimal('38.403476'))	M	11 Jul 1955	B+	532-18-5633	Set designer	Aaron Williams	"Unit 8587 Box 6324
DPO AA 99744"
1723	Asian	(Decimal('-66.162682'), Decimal('-27.079720'))	F	02 Oct 1966	AB+	879-95-9513	Customer service manager	Emily Kirby	"2889 Tiffany Center Apt. 608
Lake Melissafurt, MS 06807"
1724	Black	(Decimal('79.299164'), Decimal('64.105892'))	M	23 Jun 1936	B+	881-28-7626	Jewellery designer	Gerald Malone	"352 Cook Square
New Carlosview, NH 87893"
1725	White	(Decimal('-33.7883015'), Decimal('-143.685044'))	F	1934/08/27	O+	277-77-2518	Planning and development surveyor	Patricia Bradford	"55893 Brady Creek
Rodriguezton, TX 69755"
1726	Asian	(Decimal('-27.0975415'), Decimal('21.771480'))	M	03/13/1933, 00:00:00	A+	172-89-4613	Chief Strategy Officer	Ronnie Bowman	"13770 Miranda Viaduct Apt. 680
North Seanfort, AL 30922"
1727	White	(Decimal('-73.222616'), Decimal('47.854968'))	F	1911-10-12	O-	624-56-9877	IT sales professional	Angela White	"99515 Robles Loaf Suite 438
East Stephaniestad, TX 56503"
1728	Black	(Decimal('23.0316725'), Decimal('-69.438056'))	M	05/14/1921, 00:00:00	O+	435-17-8588	Geneticist, molecular	Cory Chang	"81708 Gerald Greens Apt. 432
Michaelport, WA 79713"
1729	White	(Decimal('-30.090527'), Decimal('-25.701010'))	F	01/26/2003, 00:00:00	B-	279-15-3009	Designer, furniture	Shelley Barajas	"80459 Lisa Hollow Apt. 454
Lake Erin, ME 90731"
1730	Asian	(Decimal('-58.0672645'), Decimal('6.375073'))	F	2000-10-31	O-	764-51-2023	Bonds trader	Linda Collier	"083 Nelson Mountain Suite 105
Baldwinshire, ND 21885"
1731	Indian	(Decimal('-72.964994'), Decimal('156.265122'))	M	19 Jan 1940	O+	152-36-1823	Building services engineer	Gary Vang	"588 Reyes Tunnel
Port Katherine, HI 35963"
1732	Black	(Decimal('39.8988765'), Decimal('140.654700'))	M	1961/03/01	O+	858-79-8099	Electronics engineer	Ethan Taylor	"7466 Carrie Spring
Perezfurt, AR 67000"
1733	White	(Decimal('32.651105'), Decimal('-87.857060'))	M	24 Mar 1938	B+	850-49-5288	TEFL teacher	Dr. Christopher Palmer	"PSC 3990, Box 1153
APO AP 84112"
1734	White	(Decimal('-26.239211'), Decimal('-106.907527'))	F	01/09/1918, 00:00:00	B+	730-10-8670	IT technical support officer	Lisa Mendoza	"9156 Lewis Pines
Christineville, AL 66130"
1735	Black	(Decimal('-61.0410855'), Decimal('145.152019'))	M	06/23/1987, 00:00:00	B+	202-99-5459	Tax adviser	Patrick Beasley	"74734 Michael Islands
Timothyland, TN 16509"
1736	White	(Decimal('34.942020'), Decimal('81.985373'))	M	1948-11-18	A+	020-61-7514	Special effects artist	Andrew Brown	"3504 Smith Throughway Suite 132
Joyhaven, NJ 68969"
1737	White	(Decimal('52.4624575'), Decimal('-16.902078'))	F	1952/07/04	AB-	004-83-0831	Teacher, special educational needs	Courtney Tate	"989 Hall Landing Apt. 936
Lake Kylieport, TX 29205"
1738	Black	(Decimal('4.4562555'), Decimal('-6.103077'))	F	1912-05-08	A-	287-67-5036	Communications engineer	Ashley Moore	"189 Perkins Run
Morenochester, TN 81515"
1739	White	(Decimal('29.149192'), Decimal('81.939963'))	F	2019-12-27	AB-	393-05-4593	Veterinary surgeon	Catherine Chang	"2317 Melanie Neck Suite 862
Shawberg, OK 73388"
1740	White	(Decimal('53.309018'), Decimal('-173.113212'))	F	1985-01-10	AB-	629-04-8739	Environmental health practitioner	Nicole Hendrix	"61896 Michael Forges Suite 322
Alexisside, LA 16504"
1741	Hawaiian	(Decimal('24.681325'), Decimal('112.961537'))	M	25 Oct 1936	O+	701-38-4007	Designer, exhibition/display	Matthew Fuentes	"5193 Lane Glen Suite 988
Robinhaven, OK 42505"
1742	White	(Decimal('-62.7251535'), Decimal('-106.481260'))	F	08/07/2019, 00:00:00	O-	838-49-4416	Engineer, production	Raven Diaz	"235 Schultz Bridge Suite 494
Michaelfort, SD 49233"
1743	Black	(Decimal('-45.2138305'), Decimal('77.182234'))	F	1954-07-24	O-	622-88-0317	Orthoptist	Amy Cunningham	"1605 Kane Fort
North Emily, ND 61622"
1744	Asian	(Decimal('-3.5672455'), Decimal('-34.863976'))	M	1961-06-17	O-	744-63-8515	Herpetologist	Jeffery Clark	"3883 Cameron Avenue Suite 443
Thomaston, AK 87633"
1745	White	(Decimal('-26.327870'), Decimal('79.951899'))	F	28 Oct 1916	AB-	375-88-0758	Community pharmacist	Sheryl Foster MD	"9656 Avila View
Welchmouth, AK 18629"
1746	Asian	(Decimal('42.1846205'), Decimal('22.602679'))	F	06/13/1944, 00:00:00	AB-	834-76-1293	Statistician	Angel Lee	"62227 Angie Grove Suite 984
Williamtown, DC 74340"
1747	White	(Decimal('-80.5119475'), Decimal('-68.258671'))	F	06/29/1923, 00:00:00	B+	819-20-3273	Printmaker	Diana Clarke	"USNS Shields
FPO AA 74966"
1748	White	(Decimal('-82.822338'), Decimal('-104.159189'))	M	1912-10-23	B+	314-86-7860	Gaffer	Roy Patrick	"989 Johnson Radial Apt. 816
West Ruth, AL 96341"
1749	Hawaiian	(Decimal('-40.0384465'), Decimal('161.508323'))	F	09/19/1989, 00:00:00	A+	750-37-1931	IT trainer	Michele Lopez	"230 Kane Cove
Ramirezside, MI 55747"
1750	White	(Decimal('85.0181665'), Decimal('-16.119348'))	M	1914/06/30	O+	266-53-9372	Illustrator	Anthony Williams	"120 Brandon Locks Apt. 954
North Kathyhaven, AR 98335"
1751	White	(Decimal('23.4198215'), Decimal('93.623697'))	M	1937/12/30	A-	650-76-7074	Government social research officer	Mr. Nicholas Jackson	"97369 Aguilar Track Suite 304
Simmonsstad, LA 12698"
1752	White	(Decimal('-43.3608525'), Decimal('33.980338'))	F	1977/03/17	O-	774-43-7301	Metallurgist	Lisa Bartlett	"73468 Pamela Glen Suite 361
Port Lisa, IN 75454"
1753	White	(Decimal('52.2259315'), Decimal('-121.222838'))	M	02 Aug 2012	AB-	730-59-1617	Forensic psychologist	Joseph Williams	"3676 Atkins Bridge Apt. 391
South Nicholas, FL 02614"
1754	Black	(Decimal('7.6838635'), Decimal('73.598672'))	F	05/20/2008, 00:00:00	A+	587-19-7425	Chief Strategy Officer	Cheryl Foley	"PSC 1632, Box 7976
APO AE 63384"
1755	Black	(Decimal('-58.4093575'), Decimal('-47.171721'))	M	1926/08/25	O+	582-56-7362	Chief Financial Officer	Bruce Schaefer Jr.	"49135 Ferguson Land Suite 953
Port Sherriview, IN 58316"
1756	white	(Decimal('-51.217204'), Decimal('-178.924720'))	F	1932/12/08	O+	826-14-8411	Engineer, aeronautical	Tamara Johnson	"57627 Barr Summit Apt. 513
Katrinaville, IA 47436"
1757	White	(Decimal('28.0871215'), Decimal('154.798674'))	F	1940/01/05	A-	192-25-4720	Management consultant	Crystal Manning	"53803 Lambert Pine Apt. 486
North Andrewshire, CO 73285"
1758	Asian	(Decimal('-86.306090'), Decimal('-139.174352'))	M	1984-02-24	O+	554-94-9126	Veterinary surgeon	Shane Chambers	"Unit 8351 Box 4177
DPO AP 62768"
1759	Black	(Decimal('7.2818925'), Decimal('-69.129547'))	F	06/02/1983, 00:00:00	B+	230-17-6634	Multimedia programmer	Kelly Miller	"001 Lee Port
Anthonyhaven, IA 67371"
1760	Indian	(Decimal('-50.655834'), Decimal('29.884225'))	M	06 Jun 1914	A-	346-02-6459	Psychologist, clinical	Tony Salazar	"7850 Glass Junctions Suite 318
North Michael, NH 54869"
1761	Black	(Decimal('66.793739'), Decimal('155.145299'))	F	06 Mar 1923	AB+	859-96-8037	Psychologist, forensic	Rebecca Lee	"USNV Lee
FPO AA 87459"
1762	black	(Decimal('-45.9642875'), Decimal('-11.099168'))	F	1949-02-25	O-	747-84-5483	Economist	Cynthia Nguyen	"9247 Powell Crest Suite 401
Whitakerberg, CO 20645"
1763	White	(Decimal('-71.7204215'), Decimal('-124.511636'))	M	1963-03-28	B-	815-33-2456	Drilling engineer	Michael Rivera	"3167 Carol Spurs Suite 195
South Elizabeth, SD 26326"
1764	Asian	(Decimal('-39.9480275'), Decimal('-62.948760'))	F	06/07/2007, 00:00:00	O-	499-03-3428	Social worker	Shannon Singh	"5045 Ashley Land
Wongland, IN 22034"
1765	White	(Decimal('68.399938'), Decimal('96.500542'))	M	1958/03/05	O+	814-10-9060	Public house manager	Timothy Valenzuela	"6548 Luis Grove Suite 866
Josephhaven, WA 58932"
1766	White	(Decimal('-58.9812275'), Decimal('133.977274'))	M	2017-11-29	AB+	226-40-9528	English as a foreign language teacher	Justin Norton	"5551 Bobby Camp Suite 376
Nancytown, WY 06546"
